Content,EventTemplate,Variables
0x7fe133460660::prePCIWake - power up complete - took 5 us,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.icloud.fmfd.heartbeat', '438666']"
"ARPT: -6956067134432991406 wl0: Roamed or switched channel, reason 1514038440000##7023##548365##8661##13786##27182973 bssid 1514038500000##7054##548551##8661##16256##27205469 last RSSI 3549917","ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>","['621131.293163:', '#8,', '5c:50:15:4c:18:13,', '-64']"
"ARPT: -5014786445735476734 IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': com.apple.WebKit 'TimeRemaining': 10.2.1.37","ARPT: <*> IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*>","['621145.554555:', 'Yes,', '0,']"
ARPT: mnt/hadoop/dfs/data/current/subdir14 wl0: wl_update_tcpkeep_seq: Original Seq: Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0 Ack: 27393971 Win size: 4096,ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: 4096,"['621146.080894:', '3014995849,', '2590995288,']"
nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from -1533191386601391937 to 0007999,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,"['0x4', '0x8000000000000000']"
checkInsertStatus stepSum or calorieSum is enough,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.Safari.SafeBrowsing.Update', '2165']"
"SQM: Queued 0x80004005 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x80004005x6","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '13090']"
"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",[]
"network_reachability_changed : network is not reachable, netbiosd is shutting down","network_reachability_changed : network is not reachable, netbiosd is shutting down",[]
CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,[]
Thermal pressure state: 2812061 Memory pressure state: 0,Thermal pressure state: <*> Memory pressure state: 0,['1']
"[instance: 0926709] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.Safari.SafeBrowsing.Update', '2039']"
2742469 deny network-outbound /private/var/run/mDNSResponder,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31211)']
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,[]
ARPT: -2345355483730155757 wl0: MDNS: IPV6 Addr: 2576408434603492552,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,"['621241.634070:', '2607:f140:6000:8:c6b3:1ff:fecd:467f']"
AirPort: Link Up on 2754779,AirPort: Link Up on <*>,['en0']
Successfully started service 'sparkExecutorActorSystem' on port 55904.,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.icloud.fmfd.heartbeat', '438274']"
Sandbox: -6832799704680039005 deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31229)']
mDNS_DeregisterInterface: Frequent transitions for interface 30730227,mDNS_DeregisterInterface: Frequent transitions for interface <*> <*>,['awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)']
ARPT: 10.251.194.147 AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],['621342.242614:']
AirPort: Link Up on mnt/hadoop/dfs/data/current/subdir57,AirPort: Link Up on <*>,['awdl0']
AppleCamIn::systemWakeCall - messageType = 2755542,AppleCamIn::systemWakeCall - messageType = <*>,['0xE0000340']
ARPT: 2270593866672608129 wl0: MDNS: IPV6 Addr: 01faa200,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,"['621389.379319:', '2607:f140:6000:8:c6b3:1ff:fecd:467f']"
AppleThunderboltGenericHAL::earlyWake - complete - took 2017-07-05 03:51:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319) milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['0']
host connection <NSXPCConnection:  1514043660000> connection from pid 30298 invalidated,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.icloud.fmfd.heartbeat', '438095']"
mDNS_DeregisterInterface: Frequent transitions for interface 3637945019239882309,mDNS_DeregisterInterface: Frequent transitions for interface <*> <*>,['en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F)']
AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5250287988089075029,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,['7']
ARPT: 91422236 wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3061267275 Ack 27288973 Win size -9132218772786220159,ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,"['621490.858770:', '2119064372,', '3325040593,', '278']"
ARPT: 405.4 KB AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],['621490.890645:']
IOThunderboltSwitch2017-07-08 14:29:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 356592557993755459 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '11']"
ARPT: 3342443357 AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],['621492.770239:']
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,[]
ARPT: 0929339 ARPT: Wake Reason: Wake on Scan offload,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload,['621542.378462:']
__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,[]
"ciod: Error loading /10.142.110.44: program image too big, 361544528 > 266076160","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.Safari.SafeBrowsing.Update', '1268']"
Ending TrustedInstaller initialization.,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.CacheDelete.daily', '12119']"
Thermal pressure state: 10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121 Memory pressure state: 10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121,Thermal pressure state: <*> Memory pressure state: 0,['0']
critical input interrupt enable...0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.icloud.fmfd.heartbeat', '437673']"
"NETWORK: requery, -253282915050290778, -253282915050290778, -253282915050290778, -253282915050290778, 328, items, fQueryRetries, -253282915050290778, fLastRetryTimestamp, 521177334.4","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.CacheDelete.daily', '12087']"
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,[]
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,[]
mDNS_RegisterInterface: Frequent transitions for interface -3673133694834392576,mDNS_RegisterInterface: Frequent transitions for interface <*> <*>,['en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F)']
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,[]
AirPort: Link Up on 0009689,AirPort: Link Up on <*>,['en0']
Thermal pressure state: 868.3 KB Memory pressure state: 0,Thermal pressure state: <*> Memory pressure state: 0,['1']
ARPT: -1727475099218615100 wl0: setup_keepalive: Local port: 70c1714b-c11b-4c88-b300-239afe1f5ff8 Remote port: 3215406091,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>,"['621686.164365:', '62614,', '443']"
__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,[]
"nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 2418430 to  ""com.apple.private.alloy.continuity.encryption""",nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,"['0x4', '0x8000000000000000']"
ARPT: 1852166454 AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],['621738.114066:']
en0: channel changed to 201706092018_0025_m_000001_1180,en0: channel changed to <*>,['1']
ARPT: -747046374856916711 AQM agg results 0x8001 len hi/lo: 0x0 /var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-08_05 BAbitmap(0-3) 0 0 0 0,ARPT: <*> AQM agg results 0x8001 len hi/lo: 0x0 <*> BAbitmap(0-3) 0 0 0 0,"['621799.252673:', '0x26']"
CCFile::captureLog Received Capture notice id: 1321799290531408498 reason = user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0,CCFile::captureLog Received Capture notice id: <*> reason = <*>,"['1498928900.759059,', 'AuthFail:sts:5_rsn:0']"
IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from 33450764 to 3225636676,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['AUTO', 'SUSPENDED']"
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,[]
AppleCamIn::systemWakeCall - messageType = 2965591803,AppleCamIn::systemWakeCall - messageType = <*>,['0xE0000340']
Sandbox: 2038610753592374847 deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31328)']
Sandbox: 7297060562345904886 deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31328)']
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=1833093108290599780 Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['com.apple.security.sos.error']
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data","CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",[]
Sandbox: 1514042082000 deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31346)']
-9017308542351369260 deny network-outbound /private/var/run/mDNSResponder,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31376)']
IOThunderboltSwitch2717581(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 7929144620252342335 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '12']"
00f07a88 : BTLE scanner Powered On,<*> : BTLE scanner Powered On,['10:46:47.425']
button report: 0x8002be0,button report: 0x8002be0,[]
10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292 deny network-outbound /private/var/run/mDNSResponder,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31382)']
11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,[]
"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",[]
Location icon should now be in state Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0,Location icon should now be in state <*>,"[""'Inactive'""]"
"ARPT: 1514038644000 wl0: setup_keepalive: interval 63.13.186.196 retry_interval 30, retry_count 10","ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['626126.086205:', '900,']"
ARPT: -4684475480143348818 wl0: MDNS: IPV4 Addr: 48659790,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,"['626126.086246:', '10.105.160.95']"
IOThunderboltSwitchroot29_local(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 5165786360127153975 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '12']"
IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from /home/yates//broadcast.rts to 1514038560000##7104##548581##8661##16256##27319473,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['AUTO', 'SUSPENDED']"
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,[]
"__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! -8130925109202184099  ""com.apple.private.alloy.continuity.activity""",__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,"['QQ.10018', 'tc19060 125.39.133.143:14000']"
ARPT: 10.250.6.223 AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],['626132.740936:']
"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",[]
Sandbox: 2817168 deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31432)']
"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",[]
Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),[]
instruction cache parity error corrected,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.suggestions.harvest', '16227']"
IOThunderboltSwitch10.251.107.196(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = -4110733372292809607 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '11']"
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,[]
IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from 8229193803249955061 to 2455752,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['SUSPENDED', 'AUTO']"
-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,[]
AppleCamIn::systemWakeCall - messageType = Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0,AppleCamIn::systemWakeCall - messageType = <*>,['0xE0000340']
11:46:19.229 : Finished generating hashes,11:46:19.229 : Finished generating hashes,[]
Captive: CNPluginHandler en0: 30905625,Captive: CNPluginHandler en0: <*>,['Evaluating']
[instance: 6563909003697001371] Deleting instance files /var/lib/nova/instances/6563909003697001371_del,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.suggestions.harvest', '16034']"
"PM response took 1514045240000 ms (24144, WeChat)","<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.Safari.SafeBrowsing.Update', '1277']"
ARPT: 10.250.11.53 ARPT: Wake Reason: Wake on Scan offload,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload,['626380.467130:']
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,[]
"PM response took 8384329882986724706 ms (54, powerd)","PM response took <*> ms (54, powerd)",['1938']
tcp_connection_destination_perform_socket_connect 19.163834]-AirPortBrcm4360_Logs-025.txt connectx to 2534380 failed: [50] Network is down,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [50] Network is down,"['19110', '183.57.48.75:80@0']"
AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,[]
4967370797322420259 : BTLE scanner Powered On,<*> : BTLE scanner Powered On,['11:49:29.473']
"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3","USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",[]
__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,[]
CCXPCService::setStreamEventHandler Registered for notification callback.,CCXPCService::setStreamEventHandler Registered for notification callback.,[]
4657719 Failed to read DnsConfig.,<*> Failed to read DnsConfig.,['[0701/114930:WARNING:dns_config_service_posix.cc(306)]']
Saw change in network reachability 3871687177,Saw change in network reachability <*>,['(isReachable=2)']
[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),[]
en0: BSSID changed to /latest/meta-data/ HTTP/1.1,en0: BSSID changed to <*>,['5c:50:15:36:bc:03']
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.suggestions.harvest', '15759']"
onReceive action: android.intent.action.SCREEN_ON,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '4439']"
hibernate_page_list_setall(preflight 1) start,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '4429']"
dnssd_clientstub ConnectToServer: connect()-> No of tries: -1278725622357466169,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['1']
AppleThunderboltGenericHAL::earlyWake - complete - took -5450224419450631495 milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['0']
"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",[]
-[NETClientConnection effectiveBundleID] using process name 6374836031306809839 as bundle ID (this is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,['apsd']
AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,[]
instruction address space.........0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '4187']"
program interrupt: fp cr update.............0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.CacheDelete.daily', '4099']"
ARPT: 1514038538000 wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq -6543889749770222531 Ack 317.5 KB Win size 50799912,ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,"['626625.204595:', '3034132215,', '528237229,', '278']"
icache prefetch depth....................0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.suggestions.harvest', '15323']"
AppleCamIn::systemWakeCall - messageType = 2708206493147801743,AppleCamIn::systemWakeCall - messageType = <*>,['0xE0000340']
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=003b005b Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['com.apple.security.sos.error']
program interrupt: trap instruction.........0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.icloud.fmfd.heartbeat', '427826']"
[2790279:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '2350']"
1514042280000##7214##549659##8661##16256##31005759:31:43.005 : BTLE scanning stopped,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.EscrowSecurityAlert.daily', '1542']"
Reading broadcast variable rdd_42_1 took 10 ms,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","['com.apple.CacheDelete.daily', '1428']"
RTC: Maintenance 2017/7/1 8871064397020855320 sleep 2017/7/1 3084588477220583373,RTC: Maintenance 2017/7/1 <*> sleep 2017/7/1 <*>,"['19:52:56,', '19:40:18']"
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,[]
en0: channel changed to 29437037,en0: channel changed to <*>,"['132,+1']"
"ARPT: 10.251.26.131 wl0: setup_keepalive: interval 8861349372992394289 retry_interval 30, retry_count 10","ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['626908.045241:', '900,']"
