Content,EventTemplate,Variables
"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",clusterAddMember (command <*>,['1902)']
116332728::prePCIWake - power up complete - took 5 us,clusterAddMember (command <*>,['1900)']
checkInsertStatus stepSum or calorieSum is enough,risBoot (command 1903),[]
"SQM: Queued 0010512 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0010512x6",bootGenvmunix (command <*>,['1903)']
"[instance: 5955377624764578810] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",boot (command <*>,['1911)']
Successfully started service 'sparkExecutorActorSystem' on port 55904.,boot (command <*>,['1910)']
host connection <NSXPCConnection: -26568864070436835> connection from pid 30298 invalidated,boot (command <*>,['1967)']
"ciod: Error loading /broadcast_30_piece0: program image too big, 361544528 > 266076160",wait (command <*>,['1975)']
Ending TrustedInstaller initialization.,boot (command <*>,['1999)']
critical input interrupt enable...0,halt (command <*>,['1982)']
"NETWORK: requery, -3437475890798229344, -3437475890798229344, -3437475890798229344, -3437475890798229344, 328, items, fQueryRetries, -3437475890798229344, fLastRetryTimestamp, 521177334.4",boot (command <*>,['1981)']
instruction cache parity error corrected,wait (command <*>,['1973)']
[instance: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1] Deleting instance files /var/lib/nova/instances/Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1_del,wait (command <*>,['2057)']
"PM response took a444c98d ms (24144, WeChat)",boot (command <*>,['2152)']
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,wait (command <*>,['2154)']
onReceive action: android.intent.action.SCREEN_ON,boot (command <*>,['2141)']
hibernate_page_list_setall(preflight 1) start,boot (command <*>,['2110)']
force load/store alignment...............0,boot (command <*>,['2160)']
instruction address space.........0,halt (command <*>,['2221)']
program interrupt: fp cr update.............0,wait (command <*>,['2217)']
icache prefetch depth....................0,wait (command <*>,['2217)']
program interrupt: trap instruction.........0,wait (command <*>,['2201)']
[2773421:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,wait (command <*>,['2199)']
-657087263710195616:31:43.005 : BTLE scanning stopped,boot (command <*>,['2183)']
Reading broadcast variable 3542967 took 10 ms,wait (command <*>,['2189)']
Captive: CNPluginHandler en0: Inactive,wait (command <*>,['2302)']
"ARPT: /var/lb/ova/instans/_base/a489868f0c37da93b76227c91bb03908ac0e742cecin.171617: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",wait (command <*>,['2270)']
floating point instr. enabled.....1,wait (command <*>,['2257)']
AppleCamIn::systemWakeCall - messageType = 0xE0000320,boot (command <*>,['2257)']
"saveHealthDetailData() deviceID = 1514044437000,clientID=1,id=1",boot (command <*>,['2316)']
Sandbox: 0x7fe133460660(38418) deny(1) mach-lookup com.apple.networkd,boot (command <*>,['2316)']
sigio_handler: sigio_handler_active != 1,wait (command <*>,['2322)']
"Registered signal handlers for [TERM, HUP, INT]",wait (command <*>,['2354)']
[BluetoothHIDDeviceController] EventServiceConnectedCallback,wait (command <*>,['2347)']
[-6956067134432991406:28:42.167] (Fig) signalled err=-12871,boot (command <*>,['2368)']
uploadStaticsToDB failed message=true,boot (command <*>,['2392)']
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",boot (command <*>,['2406)']
uploadStaticsToDB() onResult  type = 4 obj=true,boot (command <*>,['2417)']
[1514038440000##7023##548365##8661##13786##27182973/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,boot (command <*>,['2423)']
insertHiHealthData() checkAppType  1514038500000##7054##548551##8661##16256##27205469 appID = 1,wait (command <*>,['2424)']
CGXDisplayDidWakeNotification [771797848593539]: posting kCGSDisplayDidWake,wait (command <*>,['2449)']
network changed: 3549917(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,boot (command <*>,['2464)']
"CE sym -5014786445735476734, at 0x012281-5014786445735476734, mask 0x10",wait (command <*>,['2468)']
"CE sym com.apple.WebKit, at 0x11042a80, mask 0x04",boot (command <*>,['2520)']
instruction cache parity error corrected,wait (command <*>,['2517)']
instruction cache parity error corrected,boot (command <*>,['2517)']
instruction cache parity error corrected,wait (command <*>,['2511)']
instruction cache parity error corrected,wait (command <*>,['2513)']
instruction cache parity error corrected,boot (command <*>,['2514)']
instruction cache parity error corrected,wait (command <*>,['2484)']
instruction cache parity error corrected,boot (command <*>,['2625)']
instruction cache parity error corrected,wait (command <*>,['2607)']
"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",boot (command <*>,['2616)']
Temperature (41C) exceeds warning threshold,boot (command <*>,['2619)']
ciod: cpu 10.2.1.37 at treeaddr 438 sent unrecognized message 10.2.1.37xffffffff,boot (command <*>,['2616)']
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Instance spawned successfully.,boot (command <*>,['2616)']
store operation.............................1,boot (command <*>,['2602)']
KeychainGetICDPStatus: keychain: -25300,wait (command <*>,['2582)']
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x2800 ****,boot (command <*>,['2584)']
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Paused (Lifecycle Event),wait (command <*>,['2549)']
[mnt/hadoop/dfs/data/current/subdir14:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1mnt/hadoop/dfs/data/current/subdir141 (msRequestTimeout -1),boot (command <*>,['2550)']
"Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0901439",boot (command <*>,['2548)']
AppleActuatorDeviceUserClient::stop Entered,boot (command <*>,['2538)']
"NFS Mount failed on bglio27393971, slept 15 seconds, retrying (1)",wait (command <*>,['2683)']
total of -1533191386601391937 ddr error(s) detected and corrected over 87-15331913866013919372 seconds,boot (command <*>,['2686)']
"Google Chrome He[0007999] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",wait (command <*>,['2682)']
"Arranged view frame: {{2812061, 2812061}, {262812061, 877}}",wait (command <*>,['2800)']
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,boot (command <*>,['2790)']
total of 12 ddr error(s) detected and corrected,wait (command <*>,['2817)']
ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,wait (command <*>,['2823)']
"ARPT: 0926709.223664: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",wait (command <*>,['2817)']
Thermal pressure state: 2742469 Memory pressure state: 2742469,wait (command <*>,['2900)']
"CE sym -2345355483730155757, at 0x110067e0, mask 0x02",wait (command <*>,['2885)']
"2576408434603492552 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 2576408434603492552",wait (command <*>,['2909)']
"CE sym 2754779, at 0x06047860, mask 0x20",boot (command <*>,['2960)']
[instance: 1514038668000] Took 1.02 seconds to destroy the instance on the hypervisor.,wait (command <*>,['2963)']
<IMMacNotificationCenterManager: 0x7fdcc9d16380>:    NC Disabled: NO,boot (command <*>,['2999)']
Sandbox: -6832799704680039005(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,halt (command <*>,['2992)']
(ImportBailout.Error:1331) Asked to exit for Diskarb,wait (command <*>,['3087)']
"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",wait (command <*>,['3079)']
Checking iCDP status for DSID 30730227 (checkWithServer=0),wait (command <*>,['3078)']
[HID] [MT] AppleActuatorHIDEventDriver::start entered,wait (command <*>,['3141)']
"CE sym 10.251.194.147, at 0x1b85f080, mask 0x010.251.194.147",boot (command <*>,['3138)']
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] vcpu limit not specified, defaulting to unlimited",boot (command <*>,['3169)']
mnt/hadoop/dfs/data/current/subdir57:07:29.673 : Purged contact hashes,boot (command <*>,['3169)']
"CE sym 2755542, at 0x1b85fe80, mask 0x02755542",boot (command <*>,['3194)']
ciod: generated 2270593866672608129 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,boot (command <*>,['3320)']
ServerFileSystem: ServerFileSystem domain root26_local is full,boot (command <*>,['3318)']
data TLB error interrupt,boot (command <*>,['3317)']
data TLB error interrupt,wait (command <*>,['3319)']
data TLB error interrupt,wait (command <*>,['3334)']
data TLB error interrupt,boot (command <*>,['3334)']
data TLB error interrupt,wait (command <*>,['3412)']
data TLB error interrupt,boot (command <*>,['3413)']
data TLB error interrupt,boot (command <*>,['3473)']
data TLB error interrupt,wait (command <*>,['3523)']
data TLB error interrupt,wait (command <*>,['3525)']
data TLB error interrupt,wait (command <*>,['3519)']
data TLB error interrupt,boot (command <*>,['3519)']
data TLB error interrupt,boot (command <*>,['3512)']
data TLB error interrupt,boot (command <*>,['3579)']
data TLB error interrupt,boot (command <*>,['3572)']
data TLB error interrupt,boot (command <*>,['3580)']
data TLB error interrupt,wait (command <*>,['3612)']
data TLB error interrupt,boot (command <*>,['3615)']
data TLB error interrupt,wait (command <*>,['3609)']
data TLB error interrupt,boot (command <*>,['3624)']
data TLB error interrupt,wait (command <*>,['3649)']
data TLB error interrupt,boot (command <*>,['3639)']
data TLB error interrupt,wait (command <*>,['3690)']
data TLB error interrupt,boot (command <*>,['3696)']
data TLB error interrupt,wait (command <*>,['3698)']
data TLB error interrupt,wait (command <*>,['3709)']
data TLB error interrupt,wait (command <*>,['3837)']
data TLB error interrupt,wait (command <*>,['3847)']
data TLB error interrupt,boot (command <*>,['3951)']
data TLB error interrupt,boot (command <*>,['3928)']
data TLB error interrupt,boot (command <*>,['3939)']
data TLB error interrupt,boot (command <*>,['3964)']
data TLB error interrupt,wait (command <*>,['3973)']
data TLB error interrupt,wait (command <*>,['3981)']
data TLB error interrupt,wait (command <*>,['3981)']
data TLB error interrupt,boot (command <*>,['4024)']
data TLB error interrupt,wait (command <*>,['4061)']
data TLB error interrupt,wait (command <*>,['4110)']
data TLB error interrupt,boot (command <*>,['4118)']
data TLB error interrupt,wait (command <*>,['4116)']
data TLB error interrupt,wait (command <*>,['4117)']
data TLB error interrupt,boot (command <*>,['4109)']
data TLB error interrupt,wait (command <*>,['4145)']
data TLB error interrupt,boot (command <*>,['4176)']
data TLB error interrupt,boot (command <*>,['4170)']
data TLB error interrupt,wait (command <*>,['4176)']
data TLB error interrupt,wait (command <*>,['4176)']
data TLB error interrupt,bootGenvmunix (command <*>,['4185)']
data TLB error interrupt,boot (command <*>,['4223)']
data TLB error interrupt,wait (command <*>,['4221)']
data TLB error interrupt,wait (command <*>,['4219)']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
data TLB error interrupt,Command has <*> <*>,['completed successfully']
"CE sym 01faa200, at 0x08d01faa200580, mask 0x08",Targeting <*> and <*> child of command <*>,"['domains:node-D3', 'nodes:node-[104-127]', '1963']"
ciod: Message code 2017-07-05 03:51:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319) is not 51 or 4294967295,Targeting <*> and <*> child of command <*>,"['domains:node-D4', 'nodes:node-[136-159]', '1964']"
data storage interrupt,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],[]
data storage interrupt,Targeting <*> and <*> child of command <*>,"['domains:node-D4', 'nodes:node-[128-135]', '2401']"
data storage interrupt,Targeting <*> and <*> child of command <*>,"['domains:node-D0', 'nodes:node-[8-31]', '2489']"
data storage interrupt,Targeting <*> and <*>,"['domains:node-D0', 'nodes:node-0']"
data storage interrupt,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],[]
data storage interrupt,Targeting <*> and <*> child of command <*>,"['domains:node-D2', 'nodes:node-[64-95]', '3488']"
data storage interrupt,Targeting <*> and <*>,"['domains:node-D2', 'nodes:node-84']"
data storage interrupt,psu failure\ ambient<*>,['=28']
instruction address: 0x00004ed8,psu failure\ ambient<*>,['=28']
instruction address: 0x00004ed8,psu failure\ ambient<*>,['=28']
instruction address: 0x00004ed8,psu failure\ ambient<*>,['=28']
instruction address: 0x00004ed8,psu failure\ ambient<*>,['=31']
instruction address: 0x00004ed8,Temperature (41C) exceeds warning threshold,[]
instruction address: 0x00004ed8,Temperature (41C) exceeds warning threshold,[]
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage234']
Component State Change: Component  1514043660000 is in the unavailable state (HWID=2608),ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1412']
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: NO,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1024']
Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1534']
hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1231']
"CCFile::captureLog Received Capture notice id: 1499518522.558304, reason = AssocFail:sts:2_rsn:0",ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage934']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage131']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1144']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage444']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage141']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1622']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1612']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1622']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1542']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1644']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage242']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1031']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1331']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage742']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage221']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage622']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage112']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1432']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage142']
instruction address: 0x00004ed8,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage742']
data address: 0x00000002,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1231']
data address: 0x00000002,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage1311']
machine check: i-fetch......................0,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage411']
machine check: i-fetch......................0,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage132']
program interrupt: illegal instruction......0,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage832']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage531']
data storage interrupt,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,['storage321']
data storage interrupt,NIFF: node <*> detected a failed network connection on network 5.5.224.0 via interface alt0,['node-69']
data storage interrupt,NIFF: node <*> detected a failed network connection on network 5.5.224.0 via interface alt0,['node-162']
data storage interrupt,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,[]
instruction address: 0x00004ed8,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
instruction address: 0x00004ed8,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4245', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 11637', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4245', '3479']"
machine check: i-fetch......................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4470', '3479']"
data storage interrupt,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
instruction address: 0x00004ed8,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
exception syndrome register: 0x00800000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
exception syndrome register: 0x00800000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
exception syndrome register: 0x00800000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
exception syndrome register: 0x00800000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: illegal instruction......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: illegal instruction......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address: 0x00000002,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
exception syndrome register: 0x00800000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
machine check: i-fetch......................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data store interrupt caused by dcbf.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
machine check: i-fetch......................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data store interrupt caused by dcbf.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: illegal instruction......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: illegal instruction......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: privileged instruction...0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: privileged instruction...0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: trap instruction.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: imprecise exception......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
store operation.............................1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
store operation.............................1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
machine state register: 0x00002000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data store interrupt caused by icbi.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4166', '3479']"
"problem state (3637945019239882309=sup,1=usr).......3637945019239882309",Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data store interrupt caused by icbi.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data store interrupt caused by icbi.........0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
floating point instr. enabled.....1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
floating point instr. enabled.....1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
floating point instr. enabled.....1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
auxiliary processor.........................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
machine check enable..............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
machine check enable..............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
floating pt ex mode 5250287988089075029 enable......5250287988089075029,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: unimplemented operation..0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
debug interrupt enable............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
floating pt ex mode 91422236 enable......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
byte ordering exception.....................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4530', '3479']"
byte ordering exception.....................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address space................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
data address space................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: imprecise exception......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
core configuration register: 0x00002000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 4192', '3479']"
program interrupt: imprecise exception......0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3375 ****', '3479']"
program interrupt: fp cr update.............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
guaranteed instruction cache block touch.0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
guaranteed instruction cache block touch.0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
program interrupt: fp cr field .............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
program interrupt: fp cr field .............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
program interrupt: fp cr field .............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
guaranteed data cache block touch........1,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
program interrupt: fp cr field .............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
force load/store alignment...............0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
icache prefetch depth....................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
machine state register: 0x00002000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
machine state register: 0x00002000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
icache prefetch threshold................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 4299', '3479']"
icache prefetch threshold................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
machine state register: 0x00002000,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
wait state enable.................0,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),"['3534', '3391 ****', '3479']"
