Content,EventTemplate,Variables
uploadStaticsToDB() onResult  type = 4 obj=true,generating <*>,['core.851']
[com.apple.WebKit/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,generating <*>,['core.1744']
insertHiHealthData() checkAppType  10.2.1.37 appID = 1,generating <*>,['core.1588']
CGXDisplayDidWakeNotification [771797848593539]: posting kCGSDisplayDidWake,generating <*>,['core.5307']
network changed: mnt/hadoop/dfs/data/current/subdir14(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,generating <*>,['core.7192']
CE sym Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0 at 0x012281Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0 mask -1533191386601391937,CE sym <*> at <*> mask <*>,"['20,', '0x01228120,', '0x10']"
CE sym 0007999 at 0x80004005 mask 2812061,CE sym <*> at <*> mask <*>,"['5,', '0x11042a80,', '0x04']"
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",generating <*>,['core.430']
Temperature (41C) exceeds warning threshold,generating <*>,['core.174']
ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,[]
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Instance spawned successfully.,generating <*>,['core.976']
store operation.............................1,generating <*>,['core.1990']
KeychainGetICDPStatus: keychain: -25300,generating <*>,['core.3638']
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x2800 ****,generating <*>,['core.2690']
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Paused (Lifecycle Event),generating <*>,['core.3804']
[0926709:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -109267091 (msRequestTimeout -1),generating <*>,['core.418']
"2742469 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0901439",generating <*>,['core.310']
AppleActuatorDeviceUserClient::stop Entered,generating <*>,['core.2409']
"NFS Mount failed on bglio-2345355483730155757, slept 15 seconds, retrying (1)",generating <*>,['core.4182']
total of 2576408434603492552 ddr error(s) detected and corrected over 8725764084346034925522 seconds,generating <*>,['core.8153']
"Google Chrome He[2754779] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",generating <*>,['core.7836']
"Arranged view frame: {{-6832799704680039005, -6832799704680039005}, {26-6832799704680039005, 877}}",generating <*>,['core.2921']
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,generating <*>,['core.122']
total of 12 ddr error(s) detected and corrected,generating <*>,['core.1973']
ciod: LOGIN 30730227 failed: No such file or directory,ciod: LOGIN <*> failed: No such file or directory,['chdir(/p/gb2/glosli/8M_5000K/t800)']
"ARPT: 10.251.194.147.223664: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",generating <*>,['core.4984']
Thermal pressure state: mnt/hadoop/dfs/data/current/subdir57 Memory pressure state: mnt/hadoop/dfs/data/current/subdir57,generating <*>,['core.1822']
CE sym 2755542 at 2270593866672608129 mask 01faa200,CE sym <*> at <*> mask <*>,"['28,', '0x110067e0,', '0x02']"
CE sym 5250287988089075029 at 91422236 mask 3061267275,CE sym <*> at <*> mask <*>,"['14,', '0x06047860,', '0x20']"
[instance: 27288973] Took 1.02 seconds to destroy the instance on the hypervisor.,generating <*>,['core.3265']
<IMMacNotificationCenterManager: 0x7fdcc9d16380>:    NC Disabled: NO,generating <*>,['core.2599']
Sandbox: -9132218772786220159(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,generating <*>,['core.1818']
(ImportBailout.Error:1331) Asked to exit for Diskarb,generating <*>,['core.1694']
"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",generating <*>,['core.3401']
Checking iCDP status for DSID 405.4 KB (checkWithServer=0),generating <*>,['core.25350']
[HID] [MT] AppleActuatorHIDEventDriver::start entered,generating <*>,['core.1820']
CE sym 2017-07-08 14:29:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319) at 356592557993755459 mask 3342443357,CE sym <*> at <*> mask <*>,"['2,', '0x1b85f080,', '0x02']"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] vcpu limit not specified, defaulting to unlimited",generating <*>,['core.254']
0929339:07:29.673 : Purged contact hashes,generating <*>,['core.1887']
CE sym 10.142.110.44 at 10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121 mask -253282915050290778,CE sym <*> at <*> mask <*>,"['2,', '0x1b85fe80,', '0x02']"
ciod: generated -3673133694834392576 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,generating <*>,['core.8280']
ServerFileSystem: ServerFileSystem domain root26_local is full,generating <*>,['core.12357']
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
data TLB error interrupt,data TLB error interrupt,[]
CE sym 0009689 at 868.3 KB mask -1727475099218615100,CE sym <*> at <*> mask <*>,"['10,', '0x08d10580,', '0x08']"
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code 0 is not 51 or 4294967295,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
instruction address: 70c1714b-c11b-4c88-b300-239afe1f5ff8,instruction address: <*>,['0x00004ed8']
instruction address: 3215406091,instruction address: <*>,['0x00004ed8']
instruction address: 2418430,instruction address: <*>,['0x00004ed8']
"instruction address:  ""com.apple.private.alloy.continuity.encryption""",instruction address: <*>,['0x00004ed8']
instruction address: 1852166454,instruction address: <*>,['0x00004ed8']
instruction address: /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5 HTTP/1.1,instruction address: <*>,['0x00004ed8']
instruction address: 201706092018_0025_m_000001_1180,instruction address: <*>,['0x00004ed8']
Component State Change: Component -747046374856916711 is in the unavailable state (HWID=2608),generating <*>,['core.2522']
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: NO,generating <*>,['core.1711']
Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,generating <*>,['core.2332']
hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,generating <*>,['core.4505']
"CCFile::captureLog Received Capture notice id: 1499518522.558304, reason = AssocFail:sts:2_rsn:0",generating <*>,['core.1521']
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
instruction address: /var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-08_05,instruction address: <*>,['0x00004ed8']
instruction address: 1321799290531408498,instruction address: <*>,['0x00004ed8']
instruction address: user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0,instruction address: <*>,['0x00004ed8']
instruction address: -6966935672736779591,instruction address: <*>,['0x00004ed8']
instruction address: 33450764,instruction address: <*>,['0x00004ed8']
instruction address: 3225636676,instruction address: <*>,['0x00004ed8']
instruction address: 2965591803,instruction address: <*>,['0x00004ed8']
instruction address: 2038610753592374847,instruction address: <*>,['0x00004ed8']
data storage interrupt,data storage interrupt,[]
instruction address: 7297060562345904886,instruction address: <*>,['0x00004ed8']
instruction address: 1833093108290599780,instruction address: <*>,['0x00004ed8']
data address: 0x00000002,data address: 0x00000002,[]
data address: 0x00000002,data address: 0x00000002,[]
machine check: i-fetch......................0,machine check: i-fetch......................0,[]
machine check: i-fetch......................0,machine check: i-fetch......................0,[]
program interrupt: 1514042082000,program interrupt: <*> <*>,['illegal instruction......0']
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
instruction address: -9017308542351369260,instruction address: <*>,['0x00004ed8']
data storage interrupt,data storage interrupt,[]
instruction address: 2717581,instruction address: <*>,['0x00004ed8']
data storage interrupt,data storage interrupt,[]
data address: 0x00000002,data address: 0x00000002,[]
data storage interrupt,data storage interrupt,[]
data address: 0x00000002,data address: 0x00000002,[]
data address: 0x00000002,data address: 0x00000002,[]
data storage interrupt,data storage interrupt,[]
data address: 0x00000002,data address: 0x00000002,[]
machine check: i-fetch......................0,machine check: i-fetch......................0,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data storage interrupt,data storage interrupt,[]
data address: 0x00000002,data address: 0x00000002,[]
instruction address: 7929144620252342335,instruction address: <*>,['0x00004ed8']
exception syndrome register: 00f07a88,exception syndrome register: <*>,['0x00800000']
exception syndrome register: 10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292,exception syndrome register: <*>,['0x00800000']
exception syndrome register: Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0,exception syndrome register: <*>,['0x00800000']
exception syndrome register: 1514038644000,exception syndrome register: <*>,['0x00800000']
program interrupt: 63.13.186.196,program interrupt: <*> <*>,['illegal instruction......0']
program interrupt: -4684475480143348818,program interrupt: <*> <*>,['illegal instruction......0']
data address: 0x00000002,data address: 0x00000002,[]
exception syndrome register: 48659790,exception syndrome register: <*>,['0x00800000']
machine check: i-fetch......................0,machine check: i-fetch......................0,[]
data store interrupt caused by root29_local,data store interrupt caused by <*>,['dcbf.........0']
machine check: i-fetch......................0,machine check: i-fetch......................0,[]
data store interrupt caused by 5165786360127153975,data store interrupt caused by <*>,['dcbf.........0']
program interrupt: /home/yates//broadcast.rts,program interrupt: <*> <*>,['illegal instruction......0']
program interrupt: 1514038560000##7104##548581##8661##16256##27319473,program interrupt: <*> <*>,['illegal instruction......0']
program interrupt: -8130925109202184099,program interrupt: <*> <*>,['privileged instruction...0']
"program interrupt:  ""com.apple.private.alloy.continuity.activity""",program interrupt: <*> <*>,['privileged instruction...0']
program interrupt: 10.250.6.223,program interrupt: <*> <*>,['trap instruction.........0']
program interrupt: 2817168,program interrupt: <*> <*>,['imprecise exception......0']
store operation.............................1,store operation.............................1,[]
store operation.............................1,store operation.............................1,[]
machine state register: 0x00002000,machine state register: 0x00002000,[]
data store interrupt caused by 10.251.107.196,data store interrupt caused by <*>,['icbi.........0']
"problem state (0=sup,1=usr).......0","problem state (0=sup,1=usr).......0",[]
data store interrupt caused by -4110733372292809607,data store interrupt caused by <*>,['icbi.........0']
data store interrupt caused by 8229193803249955061,data store interrupt caused by <*>,['icbi.........0']
floating point instr. enabled.....1,floating point instr. enabled.....1,[]
floating point instr. enabled.....1,floating point instr. enabled.....1,[]
floating point instr. enabled.....1,floating point instr. enabled.....1,[]
auxiliary processor.........................0,auxiliary processor.........................0,[]
machine check enable..............0,machine check enable..............0,[]
machine check enable..............0,machine check enable..............0,[]
floating pt ex mode 2455752 enable......2455752,floating pt ex mode <*> enable......0,['0']
program interrupt: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0,program interrupt: <*> <*>,['unimplemented operation..0']
debug interrupt enable............0,debug interrupt enable............0,[]
floating pt ex mode 30905625 enable......0,floating pt ex mode <*> enable......0,['1']
byte ordering exception.....................0,byte ordering exception.....................0,[]
byte ordering exception.....................0,byte ordering exception.....................0,[]
data address space................0,data address space................0,[]
data address space................0,data address space................0,[]
program interrupt: 6563909003697001371,program interrupt: <*> <*>,['imprecise exception......0']
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
program interrupt: 1514045240000,program interrupt: <*> <*>,['imprecise exception......0']
program interrupt: fp cr update.............0,program interrupt: fp cr update.............0,[]
guaranteed 10.250.11.53 cache block 8384329882986724706,guaranteed <*> cache block <*>,"['instruction', 'touch.0']"
guaranteed 19.163834]-AirPortBrcm4360_Logs-025.txt cache block 2534380,guaranteed <*> cache block <*>,"['instruction', 'touch.0']"
program interrupt: fp cr field .............0,program interrupt: fp cr field .............0,[]
program interrupt: fp cr field .............0,program interrupt: fp cr field .............0,[]
program interrupt: fp cr field .............0,program interrupt: fp cr field .............0,[]
guaranteed 4967370797322420259 cache block 4657719,guaranteed <*> cache block <*>,"['data', 'touch........1']"
program interrupt: fp cr field .............0,program interrupt: fp cr field .............0,[]
force load/store alignment...............0,force load/store alignment...............0,[]
icache prefetch 3871687177,icache prefetch <*>,['depth....................0']
machine state register: 0x00002000,machine state register: 0x00002000,[]
machine state register: 0x00002000,machine state register: 0x00002000,[]
icache prefetch /latest/meta-data/ HTTP/1.1,icache prefetch <*>,['threshold................0']
icache prefetch -1278725622357466169,icache prefetch <*>,['threshold................0']
machine state register: 0x00002000,machine state register: 0x00002000,[]
wait state enable.................0,wait state enable.................0,[]
critical input interrupt enable...0,critical input interrupt enable...0,[]
"problem state (0=sup,1=usr).......0","problem state (0=sup,1=usr).......0",[]
"problem state (0=sup,1=usr).......0","problem state (0=sup,1=usr).......0",[]
floating point instr. enabled.....1,floating point instr. enabled.....1,[]
special purpose registers:,special purpose registers:,[]
lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,[]
rts internal error,rts internal error,[]
floating pt ex mode -5450224419450631495 enable......-5450224419450631495,floating pt ex mode <*> enable......0,['0']
floating pt ex mode 6374836031306809839 enable......6374836031306809839,floating pt ex mode <*> enable......0,['0']
debug wait enable.................0,debug wait enable.................0,[]
floating pt ex mode 1514038538000 enable......0,floating pt ex mode <*> enable......0,['1']
instruction address space.........0,instruction address space.........0,[]
data address space................0,data address space................0,[]
data address space................0,data address space................0,[]
data address space................0,data address space................0,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
core configuration register: 0x00002000,core configuration register: 0x00002000,[]
disable store gathering..................0,disable store gathering..................0,[]
disable store gathering..................0,disable store gathering..................0,[]
disable store gathering..................0,disable store gathering..................0,[]
tcp_connection_tls_session_error_callback_imp -6543889749770222531 tcp_connection_tls_session_handle_read_error.790 error 60,generating <*>,['core.42']
total of 317.5 KB ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,['1']
"SecOSStatusWith error:[50799912] Error Domain=NSOSStatusErrorDomain Code=50799912 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",generating <*>,['core.145']
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
"hibernate_machine_init: state 2708206493147801743, image pages 446175, sum was d4e6c0b2708206493147801743, imageSize 0x2708206493147801743aea6000, image1Size 0x270820649314780174315a4000, conflictCount 5848, nextFree 5887",generating <*>,['core.1978']
generating core.2040,generating <*>,['core.2040']
program interrupt: unimplemented operation..0,generating <*>,['core.15']
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
"polled file major 003b005b, minor 0, blocksize 4096, pollers 5",generating <*>,['core.16218']
instruction cache parity error corrected,instruction cache parity error corrected,[]
instruction cache parity error corrected,instruction cache parity error corrected,[]
"checkFirstSyncByType no such data in db ,type is 2790279 deviceCode is 0",generating <*>,['core.8531']
[instance: 1514042280000##7214##549659##8661##16256##31005759] Took 19.47 seconds to spawn the instance on the hypervisor.,generating <*>,['core.2961']
generating core.15966,generating <*>,['core.15966']
[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,generating <*>,['core.42']
ChromeExistion main isUndetectWithCommand = 1,generating <*>,['core.2605']
generating core.6037,generating <*>,['core.6037']
AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,generating <*>,['core.886']
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 8871064397020855320 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.",generating <*>,['core.3053']
[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 3084588477220583373; Sequence: 0>] to failed operations.],generating <*>,['core.2790']
ciod: failed to read message prefix on control stream (CioStream socket to 29437037,ciod: failed to read message prefix on control stream (CioStream socket to <*>,['172.16.96.116:51706']
instruction cache parity error corrected,instruction cache parity error corrected,[]
full wake promotion (reason 10.251.26.131) 374 ms,generating <*>,['core.1488']
CE sym 8861349372992394289 at ntuser.dat mask 7336636250384047238,CE sym <*> at <*> mask <*>,"['2,', '0x0b85f680,', '0x0e']"
ARPT: 2185760336.687186: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,generating <*>,['core.2186']
generating core.978,generating <*>,['core.978']
RTC: PowerByCalendarDate setting ignored,generating <*>,['core.2808']
New ido chip inserted into the database: -75893538967225087 ip=10.2.1.37 v=13 t=4,generating <*>,['core.2486']
SQM: Cleaning up report files older than 10 days.,generating <*>,['core.334']
no sleep images for WillPowerOffWithImages,generating <*>,['core.5401']
ARPT: 361544528.213099: ARPT: Wake Reason: Wake on TCP Timeout,generating <*>,['core.14418']
-1101091099241306483 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,generating <*>,['core.2558']
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9951214ca0>.,generating <*>,['core.9785']
minus normalized number..................0,generating <*>,['core.4614']
extension com.apple.ncplugin.WorldClock -> (null),generating <*>,['core.7615']
"Scavenge: Completed, disposition: 0X1",generating <*>,['core.15935']
"ciod: Error loading 1869228153483717375 invalid or missing program image, No such file or directory","ciod: Error loading <*> invalid or missing program image, No such file or directory",['/home/draeger/testQboxhang-nozerobytebug-nosleepyescomm:']
ciod: Error creating node map from file -4619809198345103330 mnt/hadoop/dfs/data/current/subdir23,ciod: Error creating node map from file <*> <*> <*> <*>,"['/p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map:', 'No child processes']"
CE sym 901.0 B at 0x1b85828901.0 B mask Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0,CE sym <*> at <*> mask <*>,"['0,', '0x1b858280,', '0x40']"
[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),generating <*>,['core.8089']
"CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7",generating <*>,['core.4660']
Could not get event name for stream/token: com.apple.xpc.activity/user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0: 132: Request for stale data,generating <*>,['core.721']
auxiliary processor.........................0,generating <*>,['core.5287']
