Content,EventTemplate,Variables
"[instance: 116332728] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",jk2_init() Found child <*> in scoreboard slot <*>,"['6734', '9']"
ARPT: 0010512.580149: wl0: MDNS: IPV4 Addr: 10.142.108.38,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"NonStart: Success, startup processing not required as expected.",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",mod_jk child workerEnv in error state <*>,['6']
Successfully started service 'sparkExecutorActorSystem' on port 55904.,jk2_init() Found child <*> in scoreboard slot <*>,"['6738', '6']"
host connection <NSXPCConnection: 1514042880000##7214##549659##8661##16256##31588757> connection from pid 30298 invalidated,jk2_init() Found child <*> in scoreboard slot <*>,"['6740', '7']"
"ciod: Error loading /-26568864070436835: program image too big, 361544528 > 266076160",jk2_init() Found child <*> in scoreboard slot <*>,"['6737', '8']"
program interrupt: imprecise exception......0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"saveStatData() type =broadcast_30_piece0,time = 1513958400000,statClient = 2,who is 1",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
force load/store alignment...............0,mod_jk child workerEnv in error state <*>,['6']
ARPT: -3437475890798229344.863081: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,mod_jk child workerEnv in error state <*>,['7']
"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",mod_jk child workerEnv in error state <*>,['7']
Ending TrustedInstaller initialization.,jk2_init() Found child <*> in scoreboard slot <*>,"['6748', '6']"
critical input interrupt enable...0,jk2_init() Found child <*> in scoreboard slot <*>,"['6744', '10']"
"NETWORK: requery, 1514040956000, 1514040956000, 1514040956000, 1514040956000, 328, items, fQueryRetries, 1514040956000, fLastRetryTimestamp, 521177334.4",jk2_init() Found child <*> in scoreboard slot <*>,"['6745', '8']"
WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"ciod: Error reading message prefix on CioStream socket to Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1:41060, Connection timed out",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
guaranteed instruction cache block touch.0,mod_jk child workerEnv in error state <*>,['7']
"[Accounts] Failed to update account with identifier a444c98d-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",mod_jk child workerEnv in error state <*>,['6']
instruction cache parity error corrected,jk2_init() Found child <*> in scoreboard slot <*>,"['6751', '9']"
[instance: -657087263710195616] Deleting instance files /var/lib/nova/instances/-657087263710195616_del,jk2_init() Found child <*> in scoreboard slot <*>,"['6752', '10']"
debug interrupt enable............0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
3542967 tree receiver 3542967 in re-synch state event(s) (dcr 0x0354296785) detected over 244 seconds,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,mod_jk child workerEnv in error state <*>,['7']
[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,mod_jk child workerEnv in error state <*>,['6']
"PM response took /var/lb/ova/instans/_base/a489868f0c37da93b76227c91bb03908ac0e742cecin ms (24144, WeChat)",jk2_init() Found child <*> in scoreboard slot <*>,"['6754', '8']"
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,jk2_init() Found child <*> in scoreboard slot <*>,"['6755', '6']"
onReceive action: android.intent.action.SCREEN_ON,jk2_init() Found child <*> in scoreboard slot <*>,"['6756', '7']"
[1514044437000:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
rts tree/torus link training failed: wanted: 0x7fe133460660 got: B C X- Y- Z+ Z-,mod_jk child workerEnv in error state <*>,['7']
hibernate_page_list_setall(preflight 1) start,jk2_init() Found child <*> in scoreboard slot <*>,"['6763', '10']"
instruction address space.........0,jk2_init() Found child <*> in scoreboard slot <*>,"['6766', '6']"
program interrupt: fp cr update.............0,jk2_init() Found child <*> in scoreboard slot <*>,"['6767', '7']"
icache prefetch depth....................0,jk2_init() Found child <*> in scoreboard slot <*>,"['6765', '8']"
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Started (Lifecycle Event),workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
ARPT: -6956067134432991406.615152: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
1514038440000##7023##548365##8661##13786##27182973:03:06.178 : Started generating hashes,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
Started reading broadcast variable 40,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
[instance: 1514038500000##7054##548551##8661##16256##27205469] Took 20.22 seconds to build instance.,mod_jk child workerEnv in error state <*>,['6']
network changed: 3549917(en0+:10.105.160.205) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,mod_jk child workerEnv in error state <*>,['6']
could discard act -5014786445735476734 inact 9782 purgeable 34145 spec 56242 cleaned 0,mod_jk child workerEnv in error state <*>,['7']
ciod: Z coordinate com.apple.WebKit exceeds physical dimension com.apple.WebKit at line 33 of node map file /p/gb2/pakin1/contention-com.apple.WebKit768cpes-torus/xyzt-1x1xcom.apple.WebKit768x1.map,mod_jk child workerEnv in error state <*>,['7']
program interrupt: trap instruction.........0,jk2_init() Found child <*> in scoreboard slot <*>,"['6768', '9']"
network changed: 10.2.1.37(en0!:10.105.162.105) DNS+ Proxy+ SMB,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
NIFF: node node-mnt/hadoop/dfs/data/current/subdir14 has detected an available network connection on network 10.128.0.0 via interface ee0,mod_jk child workerEnv in error state <*>,['6']
[Package_for_KB2705219~31bf3856ad364e35~amd64~~6.1.2.0:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,jk2_init() Found child <*> in scoreboard slot <*>,"['8527', '10']"
27393971:31:43.005 : BTLE scanning stopped,jk2_init() Found child <*> in scoreboard slot <*>,"['8533', '8']"
[-1533191386601391937:22:42.202] itemasync_SetProperty signalled err=--1533191386601391937785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"saveHealthDetailData() saveOneDetailData fail hiHealthData = 0007999,type = 40005",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"arp_client_transmit(0x80004005) failed, Network is down (50)",mod_jk child workerEnv in error state <*>,['6']
[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,mod_jk child workerEnv in error state <*>,['6']
Reading broadcast variable 2812061 took 10 ms,jk2_init() Found child <*> in scoreboard slot <*>,"['8536', '6']"
Captive: CNPluginHandler en0: Inactive,jk2_init() Found child <*> in scoreboard slot <*>,"['8539', '7']"
kern_open_file_for_direct_io took 6 ms,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
0926709_unlink_ifa: IPv6 address 0x77c911454f1528eb has no prefix,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,['6']
TrustedInstaller service starts successfully.,mod_jk child workerEnv in error state <*>,['6']
"ARPT: 2742469.171617: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",jk2_init() Found child <*> in scoreboard slot <*>,"['8541', '9']"
send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
handle_will_sleep_auth_and_shield_windows: Reordering authw -2345355483730155757(2004) (lock state: 3),mod_jk child workerEnv in error state <*>,['6']
floating point instr. enabled.....1,jk2_init() Found child <*> in scoreboard slot <*>,"['8547', '10']"
vm_compressor_fastwake_warmup (2576408434603492552 - 591525) - starting,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL],mod_jk child workerEnv in error state <*>,['6']
AppleCamIn::systemWakeCall - messageType = 0xE0000320,jk2_init() Found child <*> in scoreboard slot <*>,"['8554', '6']"
"saveHealthDetailData() deviceID = 2754779,clientID=1,id=1",jk2_init() Found child <*> in scoreboard slot <*>,"['8553', '8']"
"Opened file 1514038668000, size 1073741824, extents 3, maxio 2000000 ssd 1",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"CCFile::captureLog Received Capture notice id: 1499295963.492254, reason = RoamFail:sts:1_rsn:1",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"ARPT: -6832799704680039005.640542: wl0: setup_keepalive: Seq: 204730741, Ack: 2772623181, Win size: 4096",mod_jk child workerEnv in error state <*>,['6']
getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,mod_jk child workerEnv in error state <*>,['6']
Sandbox: 30730227(38418) deny(1) mach-lookup com.apple.networkd,jk2_init() Found child <*> in scoreboard slot <*>,"['8560', '7']"
debug wait enable.................0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"network_reachability_changed : network is not reachable, netbiosd is shutting down",mod_jk child workerEnv in error state <*>,['6']
sigio_handler: sigio_handler_active != 1,jk2_init() Found child <*> in scoreboard slot <*>,"['8565', '9']"
"Registered signal handlers for [TERM, HUP, INT]",jk2_init() Found child <*> in scoreboard slot <*>,"['8573', '10']"
Fan speeds ( 10.251.194.147 10.251.194.147 3375 **** 3497 3479 ),workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
mnt/hadoop/dfs/data/current/subdir57-07-07 10:54:41.296 ksfetch[37925/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,mod_jk child workerEnv in error state <*>,['6']
Session: 2755542_142416105 initialized by client SPP.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"PM response took 2270593866672608129 ms (54, powerd)",mod_jk child workerEnv in error state <*>,['6']
[BluetoothHIDDeviceController] EventServiceConnectedCallback,jk2_init() Found child <*> in scoreboard slot <*>,"['8584', '7']"
[01faa200:28:42.167] (Fig) signalled err=-12871,jk2_init() Found child <*> in scoreboard slot <*>,"['8587', '9']"
uploadStaticsToDB failed message=true,jk2_init() Found child <*> in scoreboard slot <*>,"['8603', '10']"
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",jk2_init() Found child <*> in scoreboard slot <*>,"['8605', '8']"
uploadStaticsToDB() onResult  type = 4 obj=true,jk2_init() Found child <*> in scoreboard slot <*>,"['8764', '10']"
[2017-07-05 03:51:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,jk2_init() Found child <*> in scoreboard slot <*>,"['8765', '11']"
insertHiHealthData() checkAppType   1514043660000 appID = 1,jk2_init() Found child <*> in scoreboard slot <*>,"['8763', '9']"
CGXDisplayDidWakeNotification [771797848593539]: posting kCGSDisplayDidWake,jk2_init() Found child <*> in scoreboard slot <*>,"['8744', '8']"
network changed: 3637945019239882309(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,jk2_init() Found child <*> in scoreboard slot <*>,"['8743', '7']"
"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",jk2_init() Found child <*> in scoreboard slot <*>,"['8738', '6']"
Temperature (41C) exceeds warning threshold,jk2_init() Found child <*> in scoreboard slot <*>,"['8766', '12']"
Alarm uploadStaticsToDB totalSteps=5250287988089075029:153367Floor:240Distance:5112,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"stepSyncOrNot appSynTimes is 91422236, statsyncTimes is 91422236",mod_jk child workerEnv in error state <*>,['7']
program interrupt: fp cr field .............0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"3061267275 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",mod_jk child workerEnv in error state <*>,['6']
ClusterFileSystem: ServerFileSystem domain 27288973 is no longer served by node node-219,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
guaranteed data cache block touch........1,mod_jk child workerEnv in error state <*>,['7']
Sandbox: -9132218772786220159(9854) deny(1) file-read-data /private/etc/hosts,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec 1,mod_jk child workerEnv in error state <*>,['7']
ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
ARPT: 405.4 KB.508896: wl0: setup_keepalive: Remote IP: 17.249.28.35,mod_jk child workerEnv in error state <*>,['7']
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
NIFF: node node-2017-07-08 14:29:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319) has detected an available network connection on network 0.0.0.0 via interface alt0,mod_jk child workerEnv in error state <*>,['6']
"doSaveChannels@356592557993755459: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-07_13,40,35.959475] - AuthFail:sts:5_rsn:0.xml",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
3342443357:24:31.135 : BTLE scanner Powered On,mod_jk child workerEnv in error state <*>,['6']
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Instance spawned successfully.,jk2_init() Found child <*> in scoreboard slot <*>,"['25792', '6']"
0929339-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
ARPT: 10.142.110.44.288172: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,mod_jk child workerEnv in error state <*>,['6']
store operation.............................1,jk2_init() Found child <*> in scoreboard slot <*>,"['25798', '7']"
KeychainGetICDPStatus: keychain: -25300,jk2_init() Found child <*> in scoreboard slot <*>,"['25803', '8']"
"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
Unable to start NetBIOS name service:,mod_jk child workerEnv in error state <*>,['6']
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x2800 ****,jk2_init() Found child <*> in scoreboard slot <*>,"['25805', '9']"
Startup processing thread terminated normally,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,mod_jk child workerEnv in error state <*>,['6']
Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: /var/www/html/,[]
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Paused (Lifecycle Event),jk2_init() Found child <*> in scoreboard slot <*>,"['1000', '10']"
ciod: cpu -253282915050290778 at treeaddr 438 sent unrecognized message -253282915050290778xffffffff,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
-3673133694834392576:50010 Served block blk_2866275036574950116 to /10.250.11.53,mod_jk child workerEnv in error state <*>,['6']
[0009689:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -100096891 (msRequestTimeout -1),jk2_init() Found child <*> in scoreboard slot <*>,"['32347', '6']"
"868.3 KB ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0901439",jk2_init() Found child <*> in scoreboard slot <*>,"['32348', '7']"
floating pt ex mode -1727475099218615100 enable......0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"getAppContext() isAppValid health or wear, packageName = com.huawei.health",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
 getTodayBasicStandardSteps=70c1714b-c11b-4c88-b300-239afe1f5ff8##3786##0,mod_jk child workerEnv in error state <*>,['6']
AppleActuatorDeviceUserClient::stop Entered,jk2_init() Found child <*> in scoreboard slot <*>,"['32352', '9']"
"NFS Mount failed on bglio3215406091, slept 15 seconds, retrying (1)",jk2_init() Found child <*> in scoreboard slot <*>,"['32353', '10']"
total of 2418430 ddr error(s) detected and corrected over 8724184302 seconds,jk2_init() Found child <*> in scoreboard slot <*>,"['32354', '6']"
"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,mod_jk child workerEnv in error state <*>,['7']
"Google Chrome He[ ""com.apple.private.alloy.continuity.encryption""] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",jk2_init() Found child <*> in scoreboard slot <*>,"['32359', '9']"
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,jk2_init() Found child <*> in scoreboard slot <*>,"['32355', '7']"
-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! 201706092018_0025_m_000001_1180.10018 tc25805 123.151.137.106:80,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,['7']
Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,mod_jk child workerEnv in error state <*>,['6']
objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
insertHiHealthData() end totalTime = 94,mod_jk child workerEnv in error state <*>,['6']
/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-08_05(10018) deny mach-lookup com.apple.networking.captivenetworksupport,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"[instance: 1321799290531408498] Total memory: 64172 MB, used: 512.00 MB",mod_jk child workerEnv in error state <*>,['6']
total of 12 ddr error(s) detected and corrected,jk2_init() Found child <*> in scoreboard slot <*>,"['32388', '8']"
"ARPT: user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0.223664: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",jk2_init() Found child <*> in scoreboard slot <*>,"['32387', '7']"
Thermal pressure state: -6966935672736779591 Memory pressure state: -6966935672736779591,jk2_init() Found child <*> in scoreboard slot <*>,"['32386', '6']"
Running instance usage audit for host 33450764 from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
Unrecognized XSSimpleTypeDefinition: OneOff,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"ciod: Received signal 3225636676, code=0, errno=0, address=0x000001f2",mod_jk child workerEnv in error state <*>,['6']
"insertHiHealthData() size = 2965591803,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0",mod_jk child workerEnv in error state <*>,['6']
[instance: 2038610753592374847] Took 1.02 seconds to destroy the instance on the hypervisor.,jk2_init() Found child <*> in scoreboard slot <*>,"['32389', '9']"
<IMMacNotificationCenterManager: 0x7fdcc9d16380>:    NC Disabled: NO,jk2_init() Found child <*> in scoreboard slot <*>,"['32391', '10']"
Sandbox: 7297060562345904886(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,jk2_init() Found child <*> in scoreboard slot <*>,"['32390', '8']"
(ImportBailout.Error:1331) Asked to exit for Diskarb,jk2_init() Found child <*> in scoreboard slot <*>,"['32392', '6']"
rts: kernel terminated for reason 1004,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
hibernate_teardown completed - discarded 93932,mod_jk child workerEnv in error state <*>,['7']
1833093108290599780(38210) deny network-outbound /private/var/run/mDNSResponder,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"no application identifier provided, can't use provisioning profiles [pid=37563]",mod_jk child workerEnv in error state <*>,['6']
"CCDataTap::profileRemoved, Owner: 1514042082000, Name: AssociationEventHistory",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,mod_jk child workerEnv in error state <*>,['6']
-9017308542351369260:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"mapred.job.id is deprecated. Instead, use mapreduce.job.id",mod_jk child workerEnv in error state <*>,['7']
"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",jk2_init() Found child <*> in scoreboard slot <*>,"['32410', '7']"
Checking iCDP status for DSID 2717581 (checkWithServer=0),jk2_init() Found child <*> in scoreboard slot <*>,"['32411', '9']"
[HID] [MT] AppleActuatorHIDEventDriver::start entered,jk2_init() Found child <*> in scoreboard slot <*>,"['32423', '9']"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] vcpu limit not specified, defaulting to unlimited",jk2_init() Found child <*> in scoreboard slot <*>,"['32422', '8']"
7929144620252342335:07:29.673 : Purged contact hashes,jk2_init() Found child <*> in scoreboard slot <*>,"['32419', '6']"
ciod: generated 00f07a88 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,jk2_init() Found child <*> in scoreboard slot <*>,"['32421', '11']"
ServerFileSystem: ServerFileSystem domain root26_local is full,jk2_init() Found child <*> in scoreboard slot <*>,"['32420', '7']"
Component State Change: Component 10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292 is in the unavailable state (HWID=2608),jk2_init() Found child <*> in scoreboard slot <*>,"['32424', '10']"
"hibernate_teardown: wired_pages Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
ciod: pollControlDescriptors: Detected the debugger died.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
"1514038644000 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" status: 204 len: 203 time: 0.2727120",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
63.13.186.196-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,mod_jk child workerEnv in error state <*>,['6']
-4684475480143348818 microseconds spent in the rbs signal handler during -4684475480143348818 calls. -4684475480143348818 microseconds was the maximum time for a single instance of a correctable ddr.,mod_jk child workerEnv in error state <*>,['6']
"Partition rdd_42_39 not found, computing it",mod_jk child workerEnv in error state <*>,['6']
"ARPT: 48659790.788065: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:36:bc:03, last RSSI -69",mod_jk child workerEnv in error state <*>,['7']
"root29_local ddr errors(s) detected and corrected on rank 0, symbol 8, bit 7",mod_jk child workerEnv in error state <*>,['7']
<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: NO,jk2_init() Found child <*> in scoreboard slot <*>,"['32425', '6']"
[instance: 5165786360127153975] Took 0.58 seconds to deallocate network for instance.,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
ClusterFileSystem: There is no server for ServerFileSystem domain storage321,mod_jk child workerEnv in error state <*>,['6']
Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,jk2_init() Found child <*> in scoreboard slot <*>,"['32432', '7']"
hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,jk2_init() Found child <*> in scoreboard slot <*>,"['32434', '9']"
"CCFile::captureLog Received Capture notice id: 1499518522.558304, reason = AssocFail:sts:2_rsn:0",jk2_init() Found child <*> in scoreboard slot <*>,"['32433', '8']"
"ARPT: /home/yates//broadcast.rts.402908: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 5802,",workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
AirPort: Link Down on awdl0. Reason 1 (Unspecified).,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[]
