Content,EventTemplate,Variables
rts: kernel terminated for reason 1004,rts: kernel terminated for reason <*>,1004
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event),faf974ea-cba5-4e1b-93f4-3a3bc606006f
"Arranged view frame: {{0, 0}, {260, 877}}","Arranged view frame: {{<*>, <*>}, {<*>, <*>}}","[0,0,260,877]"
store operation.............................1,store operation.............................<*>,1
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 21335 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*>.<*> <*> to complete, <*> reads >= <*> sec.","[21335,5481561,0,501237,sec.,16,0.5]"
Remoting started; listening on addresses :[akka.tcp://sparkExecutorActorSystem@mesos-slave-07:55904],Remoting started; listening on addresses :[akka.tcp://<*>],sparkExecutorActorSystem@mesos-slave-07:55904
Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[],"[cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,64172MB,512MB,15GB,0GB,16,0]"
File Output Committer Algorithm version is 1,File Output Committer Algorithm version is <*>,1
extension com.apple.ncplugin.WorldClock -> (null),extension com.apple.ncplugin.WorldClock -> (null),-
"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.","Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.","[0,1,2,3,2,5,1,5]"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" status: 204 len: 203 time: 0.2727120","<*> ""DELETE <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1,204,203,0,2727120]"
"VDCAssistant:  Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)","VDCAssistant:  Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)","[0x1430000005ac8290,0x0]"
Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,Sandbox: <*>(<*>) deny(<*>) file-read-data /private/etc/hosts,"[com.apple.WebKit,9854,1]"
Internal name did not resolve to internal address!,Internal name did not resolve to internal address!,-
startListenerChange subscribeList = [1],startListenerChange subscribeList = [<*>],1
[17:22:36.133] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,"[17,22,36,133,0x7f961cf08cf0]"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited",faf974ea-cba5-4e1b-93f4-3a3bc606006f
insertHiHealthData() checkAppType  0 appID = 1,insertHiHealthData() checkAppType  <*> appID = <*>,"[0,1]"
AppleCamIn::systemWakeCall - messageType = 0xE0000320,AppleCamIn::systemWakeCall - messageType = <*>,0xE0000320
AppleActuatorDeviceUserClient::stop Entered,AppleActuatorDeviceUserClient::stop Entered,-
Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll,Loaded Servicing Stack <*> with Core: <*>\cbscore.dll,"[v6.1.7601.23505,C:Winw\winsxs\amd64_miosoft-windows-srviingstack_31f3856ad364e35_61.7601.23505_none_681aa442f6fed7f0\cbscore.d]"
**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x8800 ****,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,0x8800
Ending TrustedInstaller finalization.,Ending TrustedInstaller finalization.,-
AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,1
"RTC: Maintenance 2017/7/7 17:31:21, sleep 2017/7/7 17:18:49","RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>","[2017,7,7,17,31,21,2017,7,7,17,18,49]"
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],8
"pages 1418325, wire 548641, act 438090, inact 2, cleaned 0 spec 12, zf 30, throt 0, compr 254881, xpmapped 40000","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>","[1418325,548641,438090,2,0,12,30,0,254881,40000]"
"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]","SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]","[C:\Windows\servicing\sqm\*_std.sqm,0x2,0x80004005]"
objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,objc[<*>]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,35391
machine check enable..............0,machine check enable..............<*>,0
"Scavenge: Completed, disposition: 0X1","Scavenge: Completed, disposition: <*>",0X1
Unrecognized XSSimpleTypeDefinition: OneOff,Unrecognized XSSimpleTypeDefinition: OneOff,-
"PM response took 113 ms (24144, WeChat)","PM response took <*> ms (<*>, WeChat)","[113,24144]"
"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","[40004,1513958400000,2,1]"
disable store gathering..................0,disable store gathering..................<*>,0
tryToRecordAsBasicStepData bWrite true,tryToRecordAsBasicStepData bWrite true,-
Link error on broadcast tree Interconnect-1T00:00:2:0,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>,"[1T00,00,2,0]"
"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",IO80211AWDLPeerManager
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1
Startup processing thread terminated normally,Startup processing thread terminated normally,-
hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,285862
"Configuration Notice: ASL Module ""com.apple.corecdp.osx.asl"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",com.apple.corecdp.osx.asl
checkInsertStatus stepStatSum or calorieStatSum is enough,checkInsertStatus stepStatSum or calorieStatSum is enough,-
11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,<*>:<*>:<*>.<*> : BTLE discovered device with hash <<*> <*> <*>>,"[11,20,51,293,01faa200,00000000,0000]"
checkInsertStatus stepSum or calorieSum is enough,checkInsertStatus stepSum or calorieSum is enough,-
"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent","Service ""com.apple.xpc.launchd.unmanaged.loginwindow.<*>"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",94
"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005","saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>","[1513958400000,40005]"
Sandbox: QuickLookSatelli(38418) deny(1) mach-lookup com.apple.networkd,Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>,"[QuickLookSatelli,38418,1,com.apple.networkd]"
Session: 11152_142416105 initialized by client SPP.,Session: <*>_<*> initialized by client SPP.,"[11152,142416105]"
"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config: enable_<*>:<*>, profile_<*>:<*>, enable_<*>:<*>, profile_<*>:<*>","[2G,1,2g,0,5G,1,5G,0]"
getBinderPackageName packageName = com.huawei.health,getBinderPackageName packageName = com.huawei.health,-
"PM response took 1988 ms (54, powerd)","PM response took <*> ms (<*>, powerd)","[1988,54]"
icache prefetch depth....................0,icache prefetch depth....................<*>,0
"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0","checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>","[1,0]"
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,1903
1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,"[1,1,0x0185,244]"
"ARPT: 740631.402908: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 5802,","ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,","[740631,402908,5802]"
icache prefetch threshold................0,icache prefetch threshold................<*>,0
ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file /<*>,"[32,32,33,p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map]"
"CCFile::captureLogRun Skipping current file Dir file [2017-07-08_02,32,46.787931]-AirPortBrcm4360_Logs-004.txt, Current File [2017-07-08_02,32,46.787931]-AirPortBrcm4360_Logs-004.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>","[2017,07,08,02,32,46,787931,AirPortBrcm4360_Logs-004.txt,2017,07,08,02,32,46,787931,AirPortBrcm4360_Logs-004.txt]"
NIFF: node node-144 has detected an available network connection on network 10.96.0.0 via interface scip0,NIFF: node node-<*> has detected an available network connection on network <*> via interface scip0,"[144,1.96.0.00]"
-[SOAPParser:0x7fca6040cb50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),0x7fca6040cb50
tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable,"[21152,203.205.147.206,8080,0,51]"
Wake reason: EC.SleepTimer (SleepTimer),Wake reason: EC.SleepTimer (SleepTimer),-
full wake request (reason 2) 30914 ms,full wake request (reason <*>) <*> ms,"[2,30914]"
"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",-
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,"[162,5.5.224.0]"
-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,-
21:58:33.765 ERROR:    177: timed out after 15.000s (0 0); mMajorChangePending=0,<*>:<*>:<*>.<*> ERROR:    <*>: timed out after <*>.<*> (<*> <*>); mMajorChangePending=<*>,"[21,58,33,765,177,15,000s,0,0,0]"
"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x218","<*> Created NT transaction (seq <*>) result <*>, handle @<*>","[00000006,1,0x00000000,0x218]"
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 20.22 seconds to build instance.,[instance: <*>] Took <*>.<*> seconds to build instance.,"[faf974ea-cba5-4e1b-93f4-3a3bc606006f,20,22]"
"bitmap_size 0x7f0fc, previewSize 0x4028, writing 485676 pages @ 0x97144","bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>","[0x7f0fc,0x4028,485676,0x97144]"
17:23:43.193 : Scanning mode Contacts Only,<*>:<*>:<*>.<*> : Scanning mode Contacts Only,"[17,23,43,193]"
[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,[client <*>] Directory index forbidden by rule: <*>,"[222.166.160.184,/var/www/html/]"
"problem state (0=sup,1=usr).......0","problem state (<*>=sup,<*>=usr).......<*>","[0,1,0]"
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}","[-1009,0x7fb7f0035dc0,-1009,https://gs-loc.apple.com/clls/wloc,https://gs-loc.apple.com/clls/wloc,8,12,https://gs-loc.apple.com/clls/wloc,https://gs-loc.apple.com/clls/wloc,12,8]"
IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager
Error in CoreDragRemoveReceiveHandler: -1856,Error in CoreDragRemoveReceiveHandler: <*>,-1856
ARPT: 785104.988856: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],"[785104,988856,Bm43xxcr]"
machine check: i-fetch......................0,machine check: i-fetch......................<*>,0
data address space................0,data address space................<*>,0
"CCFile::captureLog Received Capture notice id: 1499295963.492254, reason = RoamFail:sts:1_rsn:1","CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<NUM>_rsn:<NUM>","1499295963.492254, reason = RoamFail:sts:1_rsn:1"
Creating event network-vif-plugged:1771f0af-aae8-4b03-97c9-a7bc9c5e4bb7 for instance faf974ea-cba5-4e1b-93f4-3a3bc606006f,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>,"[1771f0af,aae8,4b03,97c9,a7bc9c5e4bb7,faf974ea-cba5-4e1b-93f4-3a3bc606006f]"
