Content,EventTemplate,Variables
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 2742469,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,7
[-2345355483730155757:2576408434603492552:2754779.1514038668000] <<<< CRABS >>>> crabsFlumeHostAvailable: [-6832799704680039005] Byte flume reports host available again.,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,"[09,21,58,929,0x7f961cf08cf0]"
Component State Change: Component 30730227 is in the unavailable state (HWID=10.251.194.147),Component State Change: Component <*> is in the unavailable state (HWID=<*>),"[\042alt0\042,2608]"
mnt/hadoop/dfs/data/current/subdir57::setAwdlAutoMode Resuming AWDL,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager
AirPort: Link Down on awdl0. Reason 2755542 (Unspecified).,AirPort: Link Down on awdl0. Reason <*> (Unspecified).,1
IOThunderboltSwitch<2273637945019239882309593866672636379450192398823098129>(2273637945019239882309593866672636379450192398823098129x2273637945019239882309593866672636379450192398823098129)::listenerCallback - Thunderbolt HPD packet for route = 2273637945019239882309593866672636379450192398823098129x2273637945019239882309593866672636379450192398823098129 port =  1514363794501923988230943663637945019239882309363794501923988230936379450192398823093637945019239882309 unplug = 2273637945019239882309593866672636379450192398823098129,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"[0,0x0,0x0,11,0]"
"PM response took 5250287988089075029 ms (91422236, powerd)","PM response took <*> ms (<*>, powerd)","[2010,54]"
Loaded Servicing Stack 3061267275 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll,Loaded Servicing Stack <*> with Core: <*>\cbscore.dll,"[v6.1.7601.23505,C:Winw\winsxs\amd64_miosoft-windows-srviingstack_31f3856ad364e35_61.7601.23505_none_681aa442f6fed7f0\cbscore.d]"
"ARPT: -9132212017-07-08 14:29:3342443357 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)77272017-07-08 14:29:3342443357 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)622009293399.405.4 KB: wl0: Roamed or switched channel, reason #2017-07-08 14:29:3342443357 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319), bssid 356592557993755459:3342443357:0929339:10.142.110.44:12017-07-08 14:29:3342443357 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319):13, last RSSI -253282915050290778","ARPT: <*>.<*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*>:<*>:<*>, last RSSI <*>","[621131,293163,8,5c,50,15,4c,18:13,-64]"
"ARPT: -3673133694834392576.868.3 KB868.3 KB868.3 KB9689: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 868.3 KB,","ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,","[621145,554555,0]"
"ARPT: -1727475099218615100.70c1714b-c11b-4c88-b300-239afe1f5ff8: wl0: wl_update_tcpkeep_seq: Original Seq: 3215406091, Ack: 2418430, Win size:  ""com.apple.private.alloy.continuity.encryption""","ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>","[621146,080894,3014995849,2590995288,4096]"
nw_1852166454_post_new_ifstate successfully changed NAT64 ifstate from /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5 HTTP/1.1 to 201706092018_0025_m_000001_1180,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,"[nat64,0x4,0x8000000000000000]"
"mapred.tip.id is deprecated. Instead, use mapreduce.task.id","mapred.tip.id is deprecated. Instead, use mapreduce.task.id",-
"/var/log/CoreCapture/com.apple.iokit.IO833450764211Family/IO833450764211AWDLPeerManager//[23345076417-334507647-334507648_334507645 ""DELETE 132179929334507645314334507648498"" status: user/root/randtxt2/_temporary/_task_2334507643345076481113345076413345076424_3345076433450764334507642_m_3345076433450764334507648334507649_33450764 len: -6966935672736779591 time: 33450764.27271233450764","<*> ""DELETE <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1,204,203,0,2727120]"
"2965591803::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",IO80211AWDLPeerManager
"network_reachability_changed : network is not reachable, netbiosd is shutting down","network_reachability_changed : network is not reachable, netbiosd is shutting down",-
CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,-
Thermal pressure state: 1833151404208200093115140420820008291514042082000599781514042082000 Memory pressure state: 1514042082000,Thermal pressure state: <*> Memory pressure state: <*>,"[1,0]"
machine check enable..............-9017308542351369260,machine check enable..............<*>,0
2717581(7929144620252342335) deny network-outbound /private/var/run/mDNSResponder,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31211]"
00f07a88::setAwdlAutoMode Resuming AWDL,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager
ARPT: 10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292.Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0: wl0: MDNS: IPV6 Addr: 1514038644000,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,"[621241,634070,2607:f140:6000:8:c6b3:1ff:fecd:467f]"
AirPort: Link Up on en0,AirPort: Link Up on en0,-
critical input interrupt (unit=-4684475480143348818 bit=-4684475480143348818): warning for torus z- wire,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire,"[0x0b,0x0b]"
debug wait enable.................root29_local,debug wait enable.................<*>,0
Sandbox: 51514038560000##7104##548581##8661##16256##27319473657863601514038560000##7104##548581##8661##16256##27319473271514038560000##7104##548581##8661##16256##2731947353975(/home/yates//broadcast.rts) deny(1514038560000##7104##548581##8661##16256##27319473) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31229,1]"
mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (-8130925109202184099),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF
"ARPT:  ""com.apple.private.alloy.continuity.activity"".10.250.6.223: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]",ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],"[621342,242614,Bc43xxrm]"
AirPort: Link Up on awdl0,AirPort: Link Up on awdl0,-
AppleCamIn::systemWakeCall - messageType = -4110733372292809607,AppleCamIn::systemWakeCall - messageType = <*>,0xE0000340
ARPT: 8229193803249955061.2455752: wl0: MDNS: IPV6 Addr: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,"[621389,379319,2607:f140:6000:8:c6b3:1ff:fecd:467f]"
AppleThunderboltGenericHAL::earlyWake - complete - took 30905625 milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,0
mDNS_DeregisterInterface: Frequent transitions for interface en0 (2534380),mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),2607:F140:6000:0008:C6B3:01FF:FECD:467F
4963871687177338716871770387168717793871687177322420259::4653871687177387168717719 - retries = 3871687177,<*>::<*> - retries = <*>,"[AppleThunderboltNHIType2,waitForOk2Go2Sx,7]"
"ARPT: /latest/meta-data/ HTTP/1.1.-11514038538000725622357466169: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq -5450224419450631495, Ack 6374836031306809839, Win size 1514038538000","ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>","[621490,858770,2119064372,3325040593,278]"
ARPT: -6543889749770222531.317.5 KB: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],"[621490,890645,Bm43xxcr]"
IOThunderboltSwitch<27rdd_42_182rdd_42_164931478rdd_42_11743>(27rdd_42_182rdd_42_164931478rdd_42_11743x27rdd_42_182rdd_42_164931478rdd_42_11743)::listenerCallback - Thunderbolt HPD packet for route = 27rdd_42_182rdd_42_164931478rdd_42_11743x27rdd_42_182rdd_42_164931478rdd_42_11743 port = 1514rdd_42_14228rdd_42_1rdd_42_1rdd_42_1rdd_42_1##7214##549659##8661##16256##31rdd_42_1rdd_42_15759 unplug = 27rdd_42_182rdd_42_164931478rdd_42_11743,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"[0,0x0,0x0,11,0]"
ARPT: 8871064397020855320.3084588477220583373: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],"[621492,770239,Bc43xxrm]"
10.251.26.131::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed,"[en0,IO80211Irftecane]"
ARPT: ntuser.dat.7336636250384047238: ARPT: Wake Reason: Wake on Scan offload,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload,"[621542,378462]"
__-75893538967225087185760336-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value -75893538967225087,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,"[73,2]"
[instance: 361544528] Took -1101091099241306483.1869228153483717375 seconds to build instance.,[instance: <*>] Took <*>.<*> seconds to build instance.,"[faf974ea-cba5-4e1b-93f4-3a3bc606006f,20,22]"
"saveStatData() type =-4610.250.15.101980910.250.15.1019834510.250.15.10103330,time = mnt/hadoop/dfs/data/current/subdir9010.250.15.101.0 B3,statClient = 9010.250.15.101.0 B,who is 10.250.15.101","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","[40004,1513958400000,2,1]"
Thermal pressure state: Package_for_KB3user/root/rand7/_temporary/_task_200811101024_0014_m_001348_045685~31bf3856ad364e35~amd64~~6.1.1.user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0 Memory pressure state: Package_for_KB3user/root/rand7/_temporary/_task_200811101024_0014_m_001348_045685~31bf3856ad364e35~amd64~~6.1.1.user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0,Thermal pressure state: <*> Memory pressure state: <*>,"[0,0]"
checkInsertStatus stepSum or calorieSum is enough,checkInsertStatus stepSum or calorieSum is enough,-
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event,-
6223504502438507199::setAwdlAutoMode Resuming AWDL,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager
mDNS_RegisterInterface: Frequent transitions for interface en0 (00106298),mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),FE80:0000:0000:0000:C6B3:01FF:FECD:467F
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,-
AirPort: Link Up on en0,AirPort: Link Up on en0,-
Thermal pressure state: -2274113874186832310.251.27.63 Memory pressure state: 10.251.27.63,Thermal pressure state: <*> Memory pressure state: <*>,"[1,0]"
"ARPT: -967145856473901804.5572208681898881669: wl0: setup_keepalive: Local port: 32254765, Remote port: 5178539130945718870","ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>","[621686,164365,62614,443]"
__1514038677000-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 5781791720343455145,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,"[73,2]"
nw_g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts_post_new_ifstate successfully changed NAT64 ifstate from 10.251.31.5 to 10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,"[nat64,0x4,0x8000000000000000]"
ARPT: 10.0.2.192.2774730: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],"[621738,114066,Bc43xxrm]"
-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=5963655886023015963 (null)/(null) opts=(null) when=2596365588602301596317-59636558860230159637-59636558860230159631 17:59636558860230159638:25963655886023015963 +5963655886023015963596365588602301596359636558860230159635963655886023015963 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=<*> (null)/(null) opts=(null) when=<*>,"[0,2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)]"
en0: channel changed to Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1,en0: channel changed to <*>,1
CCFile::captureLog Received Capture notice id: 0099be48,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>","1498928900.759059, reason = AuthFail:sts:5_rsn:0"
ciod: generated 5953577136151423920 core files for program 3961831045048378097,ciod: generated <*> core files for program <*>,"[128,/g/g24/germann2/SPaSM_mini/MEAM/r13]"
0072b9f8::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,-
AppleCamIn::systemWakeCall - messageType = Package_for_KB2852386~31bf3856ad364e35~amd64~~6.1.1.3,AppleCamIn::systemWakeCall - messageType = <*>,0xE0000340
Sandbox: 6095704user/root/rand/_temporary/_task_200811101024_0001_m_000346_028062577668(Package_for_KB3042058~3user/root/rand/_temporary/_task_200811101024_0001_m_000346_0bf3856ad364e35~amd64~~6.user/root/rand/_temporary/_task_200811101024_0001_m_000346_0.user/root/rand/_temporary/_task_200811101024_0001_m_000346_0.user/root/rand/_temporary/_task_200811101024_0001_m_000346_0) deny(user/root/rand/_temporary/_task_200811101024_0001_m_000346_0) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31328,1]"
"Sandbox: yarn,curi(4324-73194427626685988899-7319442762668598889) deny(-7319442762668598889) network-outbound /private/var/run/mDNSResponder",Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31328,1]"
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=2646010 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",1035
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data","CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",-
Sandbox: 2600242920430(292043066292043072920430722920430329204304029204300075) deny(2920430) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31346,1]"
1514039400000##7189##549659##8661##16256##28164276(1514040780000##7189##549659##8661##16256##29539649) deny network-outbound /private/var/run/mDNSResponder,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31376]"
IOThunderboltSwitch<15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1>(15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1x15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1)::listenerCallback - Thunderbolt HPD packet for route = 15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1x15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1 port = 275821Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1 unplug = 15461585Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"[0,0x0,0x0,12,0]"
-5919767990596301121:30709030:2658655094.3336883039 : BTLE scanner Powered On,<*>:<*>:<*>.<*> : BTLE scanner Powered On,"[10,46,47,425]"
button report: 4072108,button report: <*>,0x8002be0
0fee9c4c(0010671c) deny network-outbound /private/var/run/mDNSResponder,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31382]"
rdd_42_29:4438674026376140804:403.5 KB.-2425070029518924403 : BTLE discovered device with hash <01faa44386740263761408040 -6464892000340112134 201706092018_0024_m_000161_1156>,<*>:<*>:<*>.<*> : BTLE discovered device with hash <<*> <*> <*>>,"[11,20,51,293,01faa200,00000000,0000]"
"securityd_xpc_dictionary_handler cloudd[3217556214] copy_matching Error Domain=NSOSStatusErrorDomain Code=broadcast_9_piece0 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","[326,-50]"
Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',-
"ARPT: 3229296886.5782729236964719738: wl0: setup_keepalive: interval 7577595658377008671, retry_interval 2349129, retry_count 2791021","ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>","[626126,086205,900,30,10]"
ARPT: 0x0000000f.10.250.15.198: wl0: MDNS: IPV4 Addr: 0x00e462c0,ARPT: <*>.<*>: wl0: MDNS: IPV4 Addr: <*>,"[626126,086246,10.105.160.95]"
IOThunderboltSwitch<12119691.251.221196913.246>(12119691.251.221196913.246x12119691.251.221196913.246)::listenerCallback - Thunderbolt HPD packet for route = 12119691.251.221196913.246x12119691.251.221196913.246 port = rdd_42_25 unplug = 12119691.251.221196913.246,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"[0,0x0,0x0,12,0]"
112099344::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager
mnt/hadoop/dfs/data/current/subdir18::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed,"[en0,IO80211Irftecane]"
__rdd_42_7-[NETClientConnection -2852294661215451806]_block_invoke CI46 - Hit by torpedo! 10.105.160.226.user/root/rand5/_temporary/_task_200811101024_0011_m_001408_0 tc0015490 28492032:2495749,__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>,"[42,evaluateCrazyIvan46,QQ,10018,19060,125.39.133.143,14000]"
ARPT: 10.251.43.210.27443484: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],"[626132,740936,Bc43xxrm]"
Sandbox: 27442097(-558Package_for_KB2868116~31bf3856ad364e35~amd64~~6.1.1.15408633779255Package_for_KB2868116~31bf3856ad364e35~amd64~~6.1.1.17) deny(Package_for_KB2868116~31bf3856ad364e35~amd64~~6.1.1.1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,"[com.apple.Addres,31432,1]"
"-2975629975082443857::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",IO80211AWDLPeerManager
Captive: [CNInfoNetworkActive:3020717811556957482] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),Captive: [CNInfoNetworkActive:<*>] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),1748
Successfully started service 'sparkExecutorActorSystem' on port 323887415551221572.,Successfully started service 'sparkExecutorActorSystem' on port <*>.,55904
IOThunderboltSwitch<28482383>(28482383x28482383)::listenerCallback - Thunderbolt HPD packet for route = 28482383x28482383 port = 2726481 unplug = 28482383,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"[0,0x0,0x0,11,0]"
-4654885003331291932::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed,"[en0,IO80211Irftecane]"
Package_for_KB3035017~31bf3856ad364e35~amd64~~6.1.1.0::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,IO80211AWDLPeerManager
storage343[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-
AppleCamIn::systemWakeCall - messageType = -4110699195744660699,AppleCamIn::systemWakeCall - messageType = <*>,0xE0000340
-7815259387557421424:73999999999995:4331501.home/auselton/bgl/mapfiles/bgl.128mps.f64.map : Finished generating hashes,<*>:<*>:<*>.<*> : Finished generating hashes,"[11,46,19,229]"
Captive: CNPluginHandler en0: Evaluating,Captive: CNPluginHandler en0: Evaluating,-
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,-
program interrupt: fp cr field .............34960758,program interrupt: fp cr field .............<*>,0
ARPT: 4260600.storage442: ARPT: Wake Reason: Wake on Scan offload,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload,"[626380,467130]"
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,-
"PM response took 2646151 ms (3188974579, powerd)","PM response took <*> ms (<*>, powerd)","[1938,54]"
AirPort: Link Down on en0. Reason 132984613 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).,8
2158179:2585039:4834069779372284635.9517551 : BTLE scanner Powered On,<*>:<*>:<*>.<*> : BTLE scanner Powered On,"[11,49,29,473]"
USBMSC Identifier (non-unique): -8408087700903896282,USBMSC Identifier (non-unique): <*>,"000000000820 0x5ac 0x8406 0x820, 3"
__33988760-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 7736147489540456118,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,"[73,2]"
CCXPCService::setStreamEventHandler Registered for notification callback.,CCXPCService::setStreamEventHandler Registered for notification callback.,-
[320.3 KB/Package_for_KB3006625~31bf3856ad364e35~amd64~~6.1.1.0:WARNING:dns_config_service_posix.cc(04CC81389C2FFFFF03071B7048DF)] Failed to read DnsConfig.,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,"[0701,114930,306]"
Saw change in network reachability (isReachable=-2907776069874917892),Saw change in network reachability (isReachable=<*>),2
[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (6140788650991100539),[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),0x01
en0: BSSID changed to tc23677,en0: BSSID changed to <*>,5c:50:15:36:bc:03
"checkFirstSyncByType no such data in db ,type is 1514392.3 KB3875392.3 KB392.3 KB392.3 KB392.3 KB deviceCode is 392.3 KB","checkFirstSyncByType no such data in db ,type is <*> deviceCode is <*>","[1,0]"
